'Elapsed time','MLII','V5'
'0:14.996',5.015,4.975
'0:15.000',5.030,4.975
'0:15.004',4.995,4.965
'0:15.008',4.955,4.945
'0:15.012',4.930,4.940
'0:15.016',4.920,4.950
'0:15.020',4.915,4.950
'0:15.024',4.885,4.935
'0:15.028',4.860,4.930
'0:15.032',4.875,4.940
'0:15.036',4.880,4.950
'0:15.040',4.885,4.945
'0:15.044',4.865,4.930
'0:15.048',4.860,4.930
'0:15.052',4.870,4.940
'0:15.056',4.870,4.940
'0:15.060',4.870,4.925
'0:15.064',4.860,4.920
'0:15.068',4.870,4.945
'0:15.072',4.870,4.940
'0:15.076',4.870,4.935
'0:15.080',4.860,4.935
'0:15.084',4.875,4.935
'0:15.088',4.860,4.905
'0:15.092',4.820,4.870
'0:15.096',4.760,4.835
'0:15.100',4.740,4.830
'0:15.104',4.700,4.900
'0:15.108',4.680,5.040
'0:15.112',4.815,5.205
'0:15.116',5.050,5.345
'0:15.120',5.335,5.495
'0:15.124',5.740,5.640
'0:15.128',6.070,5.670
'0:15.132',6.120,5.350
'0:15.136',5.775,4.930
'0:15.140',5.110,4.810
'0:15.144',4.695,4.860
'0:15.148',4.680,4.885
'0:15.152',4.790,4.900
'0:15.156',4.830,4.900
'0:15.160',4.805,4.895
'0:15.164',4.800,4.895
'0:15.168',4.815,4.900
'0:15.172',4.825,4.895
'0:15.176',4.810,4.880
'0:15.180',4.815,4.890
'0:15.184',4.820,4.910
'0:15.188',4.825,4.900
'0:15.192',4.815,4.890
'0:15.196',4.805,4.890
'0:15.200',4.810,4.895
'0:15.204',4.825,4.900
'0:15.208',4.820,4.890
'0:15.212',4.810,4.890
'0:15.216',4.815,4.900
'0:15.220',4.815,4.910
'0:15.224',4.810,4.895
'0:15.228',4.785,4.880
'0:15.232',4.795,4.895
'0:15.236',4.810,4.905
'0:15.240',4.810,4.900
'0:15.244',4.800,4.900
'0:15.248',4.805,4.910
'0:15.252',4.815,4.910
'0:15.256',4.820,4.905
'0:15.260',4.805,4.900
'0:15.264',4.795,4.900
'0:15.268',4.815,4.905
'0:15.272',4.820,4.900
'0:15.276',4.810,4.895
'0:15.280',4.805,4.885
'0:15.284',4.810,4.895
'0:15.288',4.820,4.895
'0:15.292',4.810,4.880
'0:15.296',4.800,4.885
'0:15.300',4.810,4.890
'0:15.304',4.820,4.890
'0:15.308',4.820,4.875
'0:15.312',4.815,4.870
'0:15.316',4.820,4.870
'0:15.320',4.845,4.875
'0:15.324',4.830,4.870
'0:15.328',4.820,4.855
'0:15.332',4.825,4.855
'0:15.336',4.830,4.850
'0:15.340',4.830,4.840
'0:15.344',4.820,4.825
'0:15.348',4.810,4.815
'0:15.352',4.820,4.830
'0:15.356',4.825,4.805
'0:15.360',4.815,4.795
'0:15.364',4.800,4.785
'0:15.368',4.795,4.790
'0:15.372',4.815,4.790
'0:15.376',4.805,4.775
'0:15.380',4.805,4.770
'0:15.384',4.810,4.785
'0:15.388',4.825,4.800
'0:15.392',4.800,4.795
'0:15.396',4.800,4.805
'0:15.400',4.800,4.810
'0:15.404',4.840,4.850
'0:15.408',4.845,4.855
'0:15.412',4.850,4.875
'0:15.416',4.875,4.900
'0:15.420',4.895,4.915
'0:15.424',4.905,4.915
'0:15.428',4.900,4.920
'0:15.432',4.900,4.950
'0:15.436',4.905,4.960
'0:15.440',4.925,4.950
'0:15.444',4.905,4.940
'0:15.448',4.910,4.955
'0:15.452',4.940,4.970
'0:15.456',4.935,4.955
'0:15.460',4.930,4.950
'0:15.464',4.925,4.950
'0:15.468',4.930,4.955
'0:15.472',4.935,4.955
'0:15.476',4.915,4.950
'0:15.480',4.910,4.950
'0:15.484',4.925,4.965
'0:15.488',4.935,4.955
'0:15.492',4.930,4.940
'0:15.496',4.915,4.950
'0:15.500',4.915,4.955
'0:15.504',4.925,4.965
'0:15.508',4.915,4.950
'0:15.512',4.915,4.945
'0:15.516',4.910,4.960
'0:15.520',4.935,4.955
'0:15.524',4.930,4.940
'0:15.528',4.915,4.950
'0:15.532',4.920,4.950
'0:15.536',4.925,4.945
'0:15.540',4.910,4.940
'0:15.544',4.890,4.925
'0:15.548',4.880,4.930
'0:15.552',4.900,4.945
'0:15.556',4.900,4.940
'0:15.560',4.890,4.920
'0:15.564',4.885,4.920
'0:15.568',4.880,4.935
'0:15.572',4.895,4.925
'0:15.576',4.890,4.910
'0:15.580',4.885,4.920
'0:15.584',4.885,4.925
'0:15.588',4.880,4.905
'0:15.592',4.870,4.900
'0:15.596',4.855,4.920
'0:15.600',4.860,4.930
'0:15.604',4.900,4.920
'0:15.608',4.885,4.910
'0:15.612',4.855,4.910
'0:15.616',4.865,4.935
'0:15.620',4.885,4.935
'0:15.624',4.885,4.920
'0:15.628',4.875,4.885
'0:15.632',4.880,4.905
'0:15.636',4.900,4.915
'0:15.640',4.920,4.905
'0:15.644',4.910,4.910
'0:15.648',4.910,4.920
'0:15.652',4.930,4.925
'0:15.656',4.945,4.920
'0:15.660',4.945,4.930
'0:15.664',4.950,4.940
'0:15.668',4.980,4.960
'0:15.672',4.985,4.945
'0:15.676',4.965,4.925
'0:15.680',4.945,4.935
'0:15.684',4.945,4.960
'0:15.688',4.965,4.970
'0:15.692',4.960,4.960
'0:15.696',4.955,4.990
'0:15.700',4.960,4.995
'0:15.704',5.005,4.970
'0:15.708',4.960,4.950
'0:15.712',4.910,4.935
'0:15.716',4.895,4.945
'0:15.720',4.900,4.950
'0:15.724',4.870,4.930
'0:15.728',4.855,4.915
'0:15.732',4.845,4.925
'0:15.736',4.850,4.930
'0:15.740',4.830,4.915
'0:15.744',4.800,4.900
'0:15.748',4.800,4.905
'0:15.752',4.810,4.920
'0:15.756',4.815,4.930
'0:15.760',4.815,4.910
'0:15.764',4.790,4.910
'0:15.768',4.820,4.920
'0:15.772',4.830,4.910
'0:15.776',4.795,4.900
'0:15.780',4.785,4.910
'0:15.784',4.795,4.920
'0:15.788',4.810,4.925
'0:15.792',4.800,4.895
'0:15.796',4.780,4.875
'0:15.800',4.770,4.880
'0:15.804',4.750,4.865
'0:15.808',4.695,4.845
'0:15.812',4.685,4.830
'0:15.816',4.690,4.800
'0:15.820',4.645,4.845
'0:15.824',4.600,4.965
'0:15.828',4.705,5.110
'0:15.832',4.935,5.225
'0:15.836',5.225,5.330
'0:15.840',5.620,5.490
'0:15.844',5.955,5.515
'0:15.848',6.040,5.245
'0:15.852',5.765,4.855
'0:15.856',5.160,4.715
'0:15.860',4.720,4.770
'0:15.864',4.590,4.825
'0:15.868',4.660,4.850
'0:15.872',4.725,4.855
'0:15.876',4.735,4.850
'0:15.880',4.725,4.840
'0:15.884',4.735,4.860
'0:15.888',4.750,4.865
'0:15.892',4.735,4.850
'0:15.896',4.730,4.855
'0:15.900',4.735,4.860
'0:15.904',4.755,4.855
'0:15.908',4.745,4.845
'0:15.912',4.715,4.840
'0:15.916',4.725,4.855
'0:15.920',4.745,4.865
'0:15.924',4.750,4.870
'0:15.928',4.740,4.860
'0:15.932',4.735,4.870
'0:15.936',4.740,4.875
'0:15.940',4.740,4.865
'0:15.944',4.720,4.850
'0:15.948',4.705,4.850
'0:15.952',4.700,4.860
'0:15.956',4.705,4.860
'0:15.960',4.715,4.860
'0:15.964',4.720,4.875
'0:15.968',4.725,4.875
'0:15.972',4.735,4.875
'0:15.976',4.725,4.855
'0:15.980',4.715,4.855
'0:15.984',4.710,4.855
'0:15.988',4.720,4.865
'0:15.992',4.705,4.850
'0:15.996',4.690,4.850
'0:16.000',4.690,4.850
'0:16.004',4.690,4.855
'0:16.008',4.690,4.850
'0:16.012',4.715,4.840
'0:16.016',4.710,4.835
'0:16.020',4.710,4.840
'0:16.024',4.700,4.850
'0:16.028',4.715,4.830
'0:16.032',4.720,4.840
'0:16.036',4.725,4.850
'0:16.040',4.720,4.830
'0:16.044',4.695,4.815
'0:16.048',4.695,4.830
'0:16.052',4.720,4.825
'0:16.056',4.705,4.815
'0:16.060',4.700,4.795
'0:16.064',4.705,4.790
'0:16.068',4.705,4.785
'0:16.072',4.680,4.760
'0:16.076',4.680,4.735
'0:16.080',4.645,4.740
'0:16.084',4.655,4.745
'0:16.088',4.675,4.740
'0:16.092',4.660,4.720
'0:16.096',4.645,4.710
'0:16.100',4.640,4.720
'0:16.104',4.645,4.750
'0:16.108',4.655,4.745
'0:16.112',4.655,4.720
'0:16.116',4.660,4.760
'0:16.120',4.685,4.775
'0:16.124',4.690,4.790
'0:16.128',4.705,4.805
'0:16.132',4.735,4.835
'0:16.136',4.770,4.850
'0:16.140',4.770,4.860
'0:16.144',4.770,4.865
'0:16.148',4.775,4.880
'0:16.152',4.800,4.895
'0:16.156',4.830,4.890
'0:16.160',4.815,4.885
'0:16.164',4.795,4.895
'0:16.168',4.815,4.920
'0:16.172',4.835,4.920
'0:16.176',4.840,4.910
'0:16.180',4.830,4.910
'0:16.184',4.845,4.915
'0:16.188',4.840,4.920
'0:16.192',4.815,4.925
'0:16.196',4.830,4.915
'0:16.200',4.840,4.910
'0:16.204',4.860,4.940
'0:16.208',4.840,4.930
'0:16.212',4.825,4.910
'0:16.216',4.820,4.930
'0:16.220',4.825,4.905
'0:16.224',4.815,4.905
'0:16.228',4.815,4.890
'0:16.232',4.815,4.900
'0:16.236',4.830,4.910
'0:16.240',4.825,4.910
'0:16.244',4.820,4.900
'0:16.248',4.820,4.900
'0:16.252',4.830,4.910
'0:16.256',4.830,4.895
'0:16.260',4.825,4.890
'0:16.264',4.800,4.900
'0:16.268',4.795,4.905
'0:16.272',4.805,4.910
'0:16.276',4.810,4.895
'0:16.280',4.810,4.905
'0:16.284',4.820,4.905
'0:16.288',4.815,4.885
'0:16.292',4.790,4.870
'0:16.296',4.780,4.870
'0:16.300',4.785,4.875
'0:16.304',4.800,4.900
'0:16.308',4.790,4.890
'0:16.312',4.785,4.880
'0:16.316',4.790,4.875
'0:16.320',4.810,4.885
'0:16.324',4.795,4.885
'0:16.328',4.785,4.875
'0:16.332',4.790,4.880
'0:16.336',4.790,4.885
'0:16.340',4.795,4.885
'0:16.344',4.795,4.870
'0:16.348',4.790,4.865
'0:16.352',4.810,4.885
'0:16.356',4.820,4.890
'0:16.360',4.825,4.880
'0:16.364',4.830,4.890
'0:16.368',4.845,4.890
'0:16.372',4.850,4.890
'0:16.376',4.860,4.885
'0:16.380',4.860,4.890
'0:16.384',4.870,4.895
'0:16.388',4.890,4.895
'0:16.392',4.900,4.890
'0:16.396',4.900,4.900
'0:16.400',4.905,4.905
'0:16.404',4.920,4.925
'0:16.408',4.915,4.905
'0:16.412',4.910,4.905
'0:16.416',4.905,4.925
'0:16.420',4.920,4.940
'0:16.424',4.920,4.940
'0:16.428',4.915,4.940
'0:16.432',4.930,4.960
'0:16.436',4.965,4.965
'0:16.440',4.955,4.940
'0:16.444',4.895,4.925
'0:16.448',4.865,4.925
'0:16.452',4.855,4.930
'0:16.456',4.840,4.920
'0:16.460',4.815,4.905
'0:16.464',4.800,4.905
'0:16.468',4.800,4.915
'0:16.472',4.805,4.920
'0:16.476',4.805,4.910
'0:16.480',4.800,4.910
'0:16.484',4.810,4.920
'0:16.488',4.815,4.915
'0:16.492',4.810,4.900
'0:16.496',4.790,4.915
'0:16.500',4.785,4.925
'0:16.504',4.815,4.925
'0:16.508',4.805,4.900
'0:16.512',4.785,4.900
'0:16.516',4.800,4.910
'0:16.520',4.800,4.920
'0:16.524',4.780,4.920
'0:16.528',4.780,4.895
'0:16.532',4.785,4.885
'0:16.536',4.775,4.865
'0:16.540',4.720,4.860
'0:16.544',4.685,4.840
'0:16.548',4.655,4.900
'0:16.552',4.640,5.015
'0:16.556',4.735,5.155
'0:16.560',4.935,5.265
'0:16.564',5.195,5.360
'0:16.568',5.565,5.480
'0:16.572',5.930,5.550
'0:16.576',6.100,5.440
'0:16.580',6.055,5.130
'0:16.584',5.655,4.855
'0:16.588',5.060,4.750
'0:16.592',4.690,4.750
'0:16.596',4.610,4.800
'0:16.600',4.605,4.820
'0:16.604',4.705,4.860
'0:16.608',4.750,4.865
'0:16.612',4.750,4.845
'0:16.616',4.740,4.860
'0:16.620',4.755,4.870
'0:16.624',4.755,4.870
'0:16.628',4.745,4.855
'0:16.632',4.745,4.865
'0:16.636',4.755,4.875
'0:16.640',4.755,4.875
'0:16.644',4.745,4.860
'0:16.648',4.735,4.875
'0:16.652',4.745,4.880
'0:16.656',4.750,4.885
'0:16.660',4.750,4.875
'0:16.664',4.740,4.880
'0:16.668',4.755,4.890
'0:16.672',4.760,4.880
'0:16.676',4.755,4.890
'0:16.680',4.740,4.885
'0:16.684',4.750,4.895
'0:16.688',4.770,4.895
'0:16.692',4.765,4.885
'0:16.696',4.760,4.875
'0:16.700',4.755,4.870
'0:16.704',4.775,4.900
'0:16.708',4.765,4.890
'0:16.712',4.755,4.885
'0:16.716',4.750,4.890
'0:16.720',4.765,4.900
'0:16.724',4.755,4.885
'0:16.728',4.740,4.870
'0:16.732',4.740,4.885
'0:16.736',4.745,4.890
'0:16.740',4.775,4.885
'0:16.744',4.760,4.875
'0:16.748',4.740,4.865
'0:16.752',4.755,4.875
'0:16.756',4.765,4.875
'0:16.760',4.745,4.860
'0:16.764',4.735,4.845
'0:16.768',4.745,4.860
'0:16.772',4.755,4.860
'0:16.776',4.750,4.835
'0:16.780',4.740,4.830
'0:16.784',4.750,4.835
'0:16.788',4.750,4.825
'0:16.792',4.740,4.810
'0:16.796',4.730,4.805
'0:16.800',4.725,4.800
'0:16.804',4.740,4.790
'0:16.808',4.730,4.775
'0:16.812',4.725,4.745
'0:16.816',4.715,4.755
'0:16.820',4.730,4.755
'0:16.824',4.720,4.735
'0:16.828',4.705,4.715
'0:16.832',4.715,4.730
'0:16.836',4.725,4.730
'0:16.840',4.720,4.725
'0:16.844',4.710,4.715
'0:16.848',4.720,4.735
'0:16.852',4.740,4.755
'0:16.856',4.750,4.765
'0:16.860',4.750,4.760
'0:16.864',4.755,4.800
'0:16.868',4.775,4.825
'0:16.872',4.800,4.845
'0:16.876',4.815,4.845
'0:16.880',4.815,4.865
'0:16.884',4.850,4.895
'0:16.888',4.875,4.905
'0:16.892',4.880,4.905
'0:16.896',4.885,4.925
'0:16.900',4.875,4.930
'0:16.904',4.920,4.950
'0:16.908',4.925,4.945
'0:16.912',4.925,4.940
'0:16.916',4.935,4.960
'0:16.920',4.950,4.970
'0:16.924',4.940,4.955
'0:16.928',4.930,4.935
'0:16.932',4.940,4.950
'0:16.936',4.945,4.965
'0:16.940',4.935,4.970
'0:16.944',4.930,4.960
'0:16.948',4.930,4.950
'0:16.952',4.945,4.960
'0:16.956',4.945,4.970
'0:16.960',4.930,4.950
'0:16.964',4.930,4.940
'0:16.968',4.930,4.950
'0:16.972',4.940,4.960
'0:16.976',4.930,4.950
'0:16.980',4.930,4.950
'0:16.984',4.950,4.975
'0:16.988',4.960,4.975
'0:16.992',4.950,4.960
'0:16.996',4.940,4.945
'0:17.000',4.935,4.950
'0:17.004',4.930,4.965
'0:17.008',4.920,4.945
'0:17.012',4.910,4.945
'0:17.016',4.910,4.945
'0:17.020',4.920,4.960
'0:17.024',4.920,4.940
'0:17.028',4.905,4.925
'0:17.032',4.905,4.945
'0:17.036',4.925,4.950
'0:17.040',4.915,4.930
'0:17.044',4.910,4.920
'0:17.048',4.900,4.930
'0:17.052',4.900,4.940
'0:17.056',4.895,4.930
'0:17.060',4.895,4.920
'0:17.064',4.890,4.915
'0:17.068',4.900,4.920
'0:17.072',4.915,4.930
'0:17.076',4.920,4.920
'0:17.080',4.915,4.915
'0:17.084',4.935,4.925
'0:17.088',4.955,4.915
'0:17.092',4.950,4.915
'0:17.096',4.950,4.915
'0:17.100',4.960,4.920
'0:17.104',4.990,4.945
'0:17.108',4.995,4.935
'0:17.112',4.990,4.935
'0:17.116',5.005,4.960
'0:17.120',5.015,4.960
'0:17.124',5.015,4.955
'0:17.128',4.975,4.945
'0:17.132',4.985,4.960
'0:17.136',5.000,4.975
'0:17.140',5.010,4.975
'0:17.144',5.000,4.985
'0:17.148',5.005,5.000
'0:17.152',5.040,4.995
'0:17.156',5.035,4.990
'0:17.160',4.970,4.965
'0:17.164',4.935,4.960
'0:17.168',4.945,4.970
'0:17.172',4.935,4.970
'0:17.176',4.915,4.955
'0:17.180',4.895,4.950
'0:17.184',4.890,4.955
'0:17.188',4.890,4.955
'0:17.192',4.865,4.940
'0:17.196',4.865,4.945
'0:17.200',4.865,4.955
'0:17.204',4.890,4.970
'0:17.208',4.880,4.950
'0:17.212',4.855,4.945
'0:17.216',4.860,4.955
'0:17.220',4.870,4.960
'0:17.224',4.855,4.960
'0:17.228',4.840,4.940
'0:17.232',4.835,4.945
'0:17.236',4.855,4.955
'0:17.240',4.860,4.955
'0:17.244',4.845,4.945
'0:17.248',4.830,4.950
'0:17.252',4.840,4.950
'0:17.256',4.845,4.925
'0:17.260',4.785,4.895
'0:17.264',4.735,4.880
'0:17.268',4.720,4.885
'0:17.272',4.685,4.935
'0:17.276',4.655,5.020
'0:17.280',4.755,5.160
'0:17.284',4.960,5.260
'0:17.288',5.110,5.360
'0:17.292',5.300,5.455
'0:17.296',5.640,5.560
'0:17.300',5.760,5.600
'0:17.304',6.180,5.600
'0:17.308',6.160,5.335
'0:17.312',5.770,5.045
'0:17.316',5.150,4.950
'0:17.320',4.755,4.925
'0:17.324',4.680,4.930
'0:17.328',4.730,4.920
'0:17.332',4.790,4.930
'0:17.336',4.805,4.935
'0:17.340',4.800,4.925
'0:17.344',4.795,4.910
'0:17.348',4.795,4.915
'0:17.352',4.810,4.920
'0:17.356',4.805,4.925
'0:17.360',4.785,4.895
'0:17.364',4.780,4.900
'0:17.368',4.785,4.915
'0:17.372',4.795,4.915
'0:17.376',4.785,4.905
'0:17.380',4.780,4.900
'0:17.384',4.795,4.910
'0:17.388',4.790,4.915
'0:17.392',4.785,4.905
'0:17.396',4.775,4.900
'0:17.400',4.765,4.905
'0:17.404',4.785,4.910
'0:17.408',4.775,4.910
'0:17.412',4.770,4.900
'0:17.416',4.775,4.915
'0:17.420',4.800,4.925
'0:17.424',4.785,4.915
'0:17.428',4.780,4.905
'0:17.432',4.780,4.915
'0:17.436',4.780,4.930
'0:17.440',4.785,4.910
'0:17.444',4.770,4.900
'0:17.448',4.770,4.895
'0:17.452',4.780,4.905
'0:17.456',4.785,4.910
'0:17.460',4.775,4.895
'0:17.464',4.755,4.895
'0:17.468',4.780,4.910
'0:17.472',4.775,4.905
'0:17.476',4.770,4.890
'0:17.480',4.770,4.890
'0:17.484',4.785,4.900
'0:17.488',4.790,4.890
'0:17.492',4.790,4.865
'0:17.496',4.780,4.865
'0:17.500',4.780,4.870
'0:17.504',4.785,4.870
'0:17.508',4.785,4.870
'0:17.512',4.775,4.850
'0:17.516',4.780,4.860
'0:17.520',4.790,4.870
'0:17.524',4.790,4.855
'0:17.528',4.770,4.845
'0:17.532',4.765,4.845
'0:17.536',4.770,4.835
'0:17.540',4.770,4.830
'0:17.544',4.760,4.815
'0:17.548',4.755,4.800
'0:17.552',4.760,4.815
'0:17.556',4.765,4.790
'0:17.560',4.750,4.770
'0:17.564',4.735,4.775
'0:17.568',4.740,4.785
'0:17.572',4.750,4.775
'0:17.576',4.750,4.760
'0:17.580',4.750,4.765
'0:17.584',4.750,4.775
'0:17.588',4.765,4.790
'0:17.592',4.770,4.790
'0:17.596',4.760,4.800
'0:17.600',4.755,4.810
'0:17.604',4.795,4.845
'0:17.608',4.810,4.860
'0:17.612',4.815,4.870
'0:17.616',4.835,4.900
'0:17.620',4.860,4.920
'0:17.624',4.875,4.930
'0:17.628',4.880,4.935
'0:17.632',4.895,4.950
'0:17.636',4.905,4.965
'0:17.640',4.910,4.960
'0:17.644',4.910,4.955
'0:17.648',4.905,4.965
'0:17.652',4.910,4.975
'0:17.656',4.920,4.980
'0:17.660',4.910,4.960
'0:17.664',4.900,4.965
'0:17.668',4.915,4.965
'0:17.672',4.920,4.970
'0:17.676',4.905,4.960
'0:17.680',4.900,4.955
'0:17.684',4.900,4.965
'0:17.688',4.915,4.960
'0:17.692',4.905,4.955
'0:17.696',4.895,4.945
'0:17.700',4.895,4.950
'0:17.704',4.915,4.970
'0:17.708',4.910,4.950
'0:17.712',4.900,4.945
'0:17.716',4.900,4.945
'0:17.720',4.910,4.960
'0:17.724',4.900,4.945
'0:17.728',4.880,4.925
'0:17.732',4.885,4.935
'0:17.736',4.900,4.935
'0:17.740',4.895,4.935
'0:17.744',4.880,4.925
'0:17.748',4.875,4.925
'0:17.752',4.880,4.940
'0:17.756',4.885,4.935
'0:17.760',4.865,4.925
'0:17.764',4.860,4.925
'0:17.768',4.860,4.920
'0:17.772',4.870,4.920
'0:17.776',4.855,4.920
'0:17.780',4.845,4.910
'0:17.784',4.850,4.925
'0:17.788',4.860,4.915
'0:17.792',4.850,4.910
'0:17.796',4.840,4.900
'0:17.800',4.835,4.905
'0:17.804',4.865,4.925
'0:17.808',4.865,4.895
'0:17.812',4.865,4.890
'0:17.816',4.890,4.900
'0:17.820',4.900,4.910
'0:17.824',4.895,4.905
'0:17.828',4.880,4.885
'0:17.832',4.895,4.905
'0:17.836',4.920,4.910
'0:17.840',4.935,4.915
'0:17.844',4.935,4.905
'0:17.848',4.940,4.920
'0:17.852',4.965,4.925
'0:17.856',4.970,4.940
'0:17.860',4.950,4.920
'0:17.864',4.935,4.930
'0:17.868',4.950,4.945
'0:17.872',4.955,4.950
'0:17.876',4.950,4.945
'0:17.880',4.945,4.955
'0:17.884',4.960,4.975
'0:17.888',4.995,4.980
'0:17.892',5.005,4.935
'0:17.896',4.950,4.930
'0:17.900',4.925,4.930
'0:17.904',4.910,4.940
'0:17.908',4.895,4.935
'0:17.912',4.865,4.920
'0:17.916',4.850,4.930
'0:17.920',4.855,4.940
'0:17.924',4.840,4.925
'0:17.928',4.835,4.920
'0:17.932',4.840,4.915
'0:17.936',4.850,4.920
'0:17.940',4.855,4.920
'0:17.944',4.845,4.910
'0:17.948',4.835,4.915
'0:17.952',4.845,4.930
'0:17.956',4.845,4.920
'0:17.960',4.825,4.910
'0:17.964',4.815,4.915
'0:17.968',4.840,4.920
'0:17.972',4.840,4.925
'0:17.976',4.825,4.925
'0:17.980',4.815,4.920
'0:17.984',4.830,4.920
'0:17.988',4.840,4.930
'0:17.992',4.825,4.920
'0:17.996',4.810,4.890
'0:18.000',4.805,4.885
'0:18.004',4.740,4.865
'0:18.008',4.715,4.840
'0:18.012',4.665,4.870
'0:18.016',4.640,5.005
'0:18.020',4.765,5.155
'0:18.024',4.980,5.270
'0:18.028',5.205,5.385
'0:18.032',5.555,5.540
'0:18.036',5.935,5.635
'0:18.040',6.120,5.530
'0:18.044',6.035,5.195
'0:18.048',5.530,4.915
'0:18.052',4.940,4.890
'0:18.056',4.665,4.895
'0:18.060',4.675,4.890
'0:18.064',4.760,4.890
'0:18.068',4.790,4.905
'0:18.072',4.785,4.900
'0:18.076',4.770,4.895
'0:18.080',4.765,4.880
'0:18.084',4.780,4.890
'0:18.088',4.775,4.895
'0:18.092',4.775,4.880
'0:18.096',4.760,4.870
'0:18.100',4.760,4.875
'0:18.104',4.780,4.900
'0:18.108',4.780,4.890
'0:18.112',4.770,4.875
'0:18.116',4.765,4.895
'0:18.120',4.780,4.905
'0:18.124',4.775,4.895
'0:18.128',4.765,4.880
'0:18.132',4.755,4.895
'0:18.136',4.765,4.910
'0:18.140',4.765,4.910
'0:18.144',4.775,4.900
'0:18.148',4.765,4.905
'0:18.152',4.775,4.910
'0:18.156',4.785,4.900
'0:18.160',4.770,4.890
'0:18.164',4.765,4.890
'0:18.168',4.775,4.900
'0:18.172',4.785,4.905
'0:18.176',4.775,4.900
'0:18.180',4.770,4.895
'0:18.184',4.770,4.905
'0:18.188',4.780,4.900
'0:18.192',4.765,4.890
'0:18.196',4.760,4.895
'0:18.200',4.760,4.905
'0:18.204',4.775,4.900
'0:18.208',4.760,4.885
'0:18.212',4.745,4.885
'0:18.216',4.755,4.885
'0:18.220',4.765,4.890
'0:18.224',4.765,4.880
'0:18.228',4.760,4.865
'0:18.232',4.760,4.870
'0:18.236',4.760,4.875
'0:18.240',4.770,4.855
'0:18.244',4.760,4.845
'0:18.248',4.770,4.840
'0:18.252',4.775,4.840
'0:18.256',4.770,4.835
'0:18.260',4.770,4.810
'0:18.264',4.750,4.815
'0:18.268',4.760,4.820
'0:18.272',4.770,4.810
'0:18.276',4.755,4.795
'0:18.280',4.745,4.780
'0:18.284',4.750,4.790
'0:18.288',4.765,4.800
'0:18.292',4.750,4.785
'0:18.296',4.740,4.780
'0:18.300',4.745,4.795
'0:18.304',4.765,4.805
'0:18.308',4.770,4.810
'0:18.312',4.765,4.810
'0:18.316',4.780,4.835
'0:18.320',4.805,4.845
'0:18.324',4.815,4.850
'0:18.328',4.810,4.845
'0:18.332',4.815,4.870
'0:18.336',4.830,4.885
'0:18.340',4.850,4.890
'0:18.344',4.840,4.890
'0:18.348',4.850,4.910
'0:18.352',4.865,4.925
'0:18.356',4.880,4.930
'0:18.360',4.875,4.925
'0:18.364',4.870,4.920
'0:18.368',4.875,4.945
'0:18.372',4.885,4.945
'0:18.376',4.880,4.940
'0:18.380',4.880,4.935
'0:18.384',4.895,4.945
'0:18.388',4.895,4.950
'0:18.392',4.900,4.940
'0:18.396',4.890,4.945
'0:18.400',4.880,4.940
'0:18.404',4.900,4.940
'0:18.408',4.895,4.945
'0:18.412',4.890,4.930
'0:18.416',4.890,4.950
'0:18.420',4.910,4.950
'0:18.424',4.900,4.935
'0:18.428',4.890,4.925
'0:18.432',4.880,4.935
'0:18.436',4.885,4.945
'0:18.440',4.885,4.945
'0:18.444',4.875,4.925
'0:18.448',4.865,4.920
'0:18.452',4.870,4.935
'0:18.456',4.870,4.940
'0:18.460',4.855,4.915
'0:18.464',4.860,4.915
'0:18.468',4.870,4.925
'0:18.472',4.865,4.925
'0:18.476',4.865,4.910
'0:18.480',4.845,4.910
'0:18.484',4.850,4.920
'0:18.488',4.860,4.920
'0:18.492',4.855,4.900
'0:18.496',4.840,4.895
'0:18.500',4.830,4.905
'0:18.504',4.840,4.900
'0:18.508',4.850,4.900
'0:18.512',4.835,4.880
'0:18.516',4.830,4.890
'0:18.520',4.835,4.885
'0:18.524',4.840,4.890
'0:18.528',4.825,4.880
'0:18.532',4.825,4.880
'0:18.536',4.850,4.890
'0:18.540',4.870,4.870
'0:18.544',4.860,4.855
'0:18.548',4.865,4.875
'0:18.552',4.890,4.895
'0:18.556',4.895,4.890
'0:18.560',4.895,4.890
'0:18.564',4.895,4.875
'0:18.568',4.910,4.900
'0:18.572',4.905,4.900
'0:18.576',4.905,4.895
'0:18.580',4.915,4.900
'0:18.584',4.945,4.925
'0:18.588',4.965,4.935
'0:18.592',4.955,4.915
'0:18.596',4.935,4.910
'0:18.600',4.920,4.915
'0:18.604',4.925,4.935
'0:18.608',4.935,4.935
'0:18.612',4.920,4.925
'0:18.616',4.930,4.955
'0:18.620',4.965,4.970
'0:18.624',4.985,4.950
'0:18.628',4.935,4.930
'0:18.632',4.885,4.930
'0:18.636',4.885,4.930
'0:18.640',4.880,4.920
'0:18.644',4.840,4.905
'0:18.648',4.835,4.905
'0:18.652',4.820,4.920
'0:18.656',4.810,4.915
'0:18.660',4.800,4.900
'0:18.664',4.800,4.910
'0:18.668',4.820,4.910
'0:18.672',4.805,4.915
'0:18.676',4.800,4.890
'0:18.680',4.780,4.885
'0:18.684',4.780,4.900
'0:18.688',4.780,4.895
'0:18.692',4.765,4.885
'0:18.696',4.765,4.880
'0:18.700',4.760,4.885
'0:18.704',4.790,4.880
'0:18.708',4.775,4.880
'0:18.712',4.760,4.880
'0:18.716',4.775,4.885
'0:18.720',4.780,4.885
